,prediction,user_id_id
4089,0.8,19745
4102,0.4,19713
4135,0.9,19477
4182,0.0,19573
4199,0.6,19608
4200,0.2,19433
4223,0.4,19621
4232,0.9,19736
4244,0.2,19385
4307,0.7,19486
4309,0.3,19658
4327,0.175,19815
4340,0.4,19556
4351,0.3,19419
4423,0.4,19299
4428,0.8,19861
4469,0.5,19605
4556,0.7,19647
4565,0.4,19363
4617,0.4,19436
4640,0.4,19910
4683,0.3,19394
4740,0.2,19416
4757,0.9,19308
4770,0.875,19296
4865,0.44,19532
4921,0.9,19314
4992,0.4,19916
5000,0.5,19332
5020,0.4,19406
5079,0.9,19779
5092,0.1,19785
5105,0.5,19519
5110,0.6,19480
5135,0.4,19312
5160,0.7,19824
5186,0.8,19437
5212,0.1,19651
5222,1.0,19840
5262,0.3,19688
5325,0.8,19498
5332,0.8,19265
5368,0.8,19890
5401,0.8,19749
5449,0.4,19676
5471,0.0,19341
5517,0.4,19908
5519,0.4,19571
5520,0.7,19276
5588,0.7,19733
5597,0.5,19706
5603,0.2,19481
5618,0.5,19304
5682,0.5,19689
5693,0.4,19832
5704,0.2,19261
5715,0.3,19331
5811,0.6,19620
5817,0.4,19631
5881,0.6,19450
5887,0.5,19431
5893,0.3,19725
5927,1.0,19615
5934,0.7,19546
5936,0.7,19425
5939,0.6,19694
5940,0.4,19592
5944,0.0,19506
5966,0.2,19681
6090,0.9,19448
6095,0.4,19429
6137,0.8,19390
6153,0.5,19520
6162,0.5,19379
6166,0.3,19697
6169,0.68,19441
6202,0.5,19790
6278,0.4,19616
6292,0.2,19809
6298,0.6,19786
6301,0.7,19469
6324,0.05,19839
6351,0.7,19695
6357,0.8,19565
6360,0.6,19874
6382,0.6,19505
6387,0.353333333333,19607
6423,0.1,19660
6447,0.8,19619
6467,0.6,19844
6502,0.5,19753
6517,0.8,19884
6524,0.5,19334
6533,0.4,19899
6554,0.1,19495
6621,0.2,19789
6670,1.0,19701
6705,0.7,19705
6809,0.7,19489
6891,0.4,19298
6913,0.6,19917
6973,0.4,19805
7047,0.6,19280
7048,0.5,19389
7055,0.4,19257
7065,0.5,19865
7078,0.2,19819
7094,0.3,19862
7106,0.1,19863
7119,0.0,19730
7149,0.4,19743
7198,0.1,19306
7235,1.0,19641
7247,0.4,19663
7256,0.9,19541
7278,0.5,19650
7282,0.3,19355
7314,0.6,19603
7325,0.5,19801
7347,0.6,19316
7363,0.8,19686
7401,0.6,19664
7409,0.5,19412
7414,0.0,19499
7457,0.5,19342
7458,0.6,19726
7463,0.6,19821
7465,0.6,19891
7479,0.2,19794
7482,0.4,19545
7534,0.7,19677
7567,0.4,19691
7600,0.3,19795
7633,0.9,19274
7709,0.9,19357
7730,0.8,19474
7766,0.3,19372
7822,0.3,19278
7852,0.4,19850
7919,0.766666666667,19612
7969,0.7,19376
7991,0.0,19360
8022,0.3,19599
8040,0.7,19451
8095,0.6,19514
8121,0.2,19702
8146,0.9,19628
8147,0.6,19537
8179,0.55,19539
8189,0.3,19845
8220,0.3,19711
8309,0.0,19811
8311,0.0,19672
8313,0.5,19837
8316,0.5,19352
8321,0.4,19439
8385,0.9,19256
8420,0.6,19302
8421,0.183333333333,19597
8450,0.7,19397
8499,0.7,19617
8536,0.7,19883
8537,0.9,19888
8613,0.2,19912
8635,0.2,19488
8637,0.9,19275
8701,0.3,19447
8707,0.7,19336
8760,0.7,19614
8767,0.8,19867
8781,0.7,19813
8897,0.1,19534
8898,0.3,19375
8982,0.7,19524
8997,0.5,19400
9001,0.6,19338
9028,0.675,19464
9127,1.0,19792
9138,0.3,19808
9147,1.0,19777
9180,0.2,19268
9235,0.8,19638
9285,1.0,19892
9377,0.7,19497
9424,0.0,19623
9450,1.0,19854
9462,0.8,19544
9477,0.3,19493
9538,0.6,19323
9556,0.5,19535
9636,0.2,19822
9657,0.4,19580
9671,0.5,19386
9703,0.6,19263
9737,0.466666666667,19699
9808,0.95,19297
9928,0.4,19531
9933,0.7,19584
9943,0.8,19417
9995,0.9,19370
10010,0.7,19645
10018,0.5,19636
10065,0.7,19566
10163,0.55,19567
10167,0.1,19834
10215,0.75,19640
10217,0.4,19588
10221,0.5,19575
10268,0.5,19540
10289,0.3,19770
10301,0.8,19763
10319,0.9,19378
10347,0.4,19906
10391,0.9,19279
10405,0.8,19577
10429,0.2,19897
10430,0.4,19613
10431,0.2,19411
10471,0.2,19700
10501,1.0,19668
10662,0.7,19581
10690,0.2,19512
10706,0.2,19875
10717,0.2,19538
10745,0.9,19285
10751,0.5,19720
10752,0.5,19741
10801,0.5,19373
10835,0.8,19680
10856,0.4,19710
10864,0.7,19449
10897,0.5,19683
10951,0.8,19484
11034,0.4,19868
11046,0.416666666667,19311
11070,0.0666666666667,19585
11127,0.3,19407
11163,0.6,19570
11166,0.3,19286
11183,0.6,19740
11189,0.4,19857
11195,0.6,19364
11221,0.5,19762
11227,0.7,19529
11243,0.7,19895
11287,0.4,19552
11306,0.8,19313
11307,0.3,19289
11319,0.5,19562
11334,0.516666666667,19295
11340,0.2,19344
11358,0.15,19774
11388,0.4,19849
11422,0.2,19470
11438,0.6,19771
11453,0.5,19836
11485,0.2,19637
11487,0.8,19269
11492,0.3,19365
11533,0.3,19258
11602,0.3,19846
11639,0.183333333333,19322
11652,0.4,19682
11654,0.3,19398
11724,0.0,19643
11765,0.9,19687
11789,0.6,19760
11828,0.6,19347
11834,0.5,19351
11885,0.5,19369
11905,0.5,19402
11907,0.3,19810
11912,0.8,19589
11927,0.6,19885
11991,0.5,19806
12011,1.0,19669
12015,0.5,19422
12064,0.4,19399
12069,0.7,19410
12077,0.6,19558
12089,0.5,19876
12098,0.9,19443
12108,0.2,19281
12119,0.1,19901
12132,0.6,19350
12152,0.6,19522
12171,0.5,19670
12179,0.5,19727
12213,0.1,19319
12217,0.2,19530
12307,1.0,19907
12344,0.5,19501
12394,0.391666666667,19288
12403,0.3,19600
12408,0.6,19860
12415,0.354047619048,19742
12448,0.9,19455
12583,0.55,19886
12623,1.0,19685
12647,0.9,19345
12684,0.8,19327
12732,0.3,19434
12774,0.6,19767
12777,0.9,19782
12809,0.0,19270
12810,0.35,19462
12814,0.2,19586
12896,0.4,19525
12908,0.5,19864
12959,0.5,19893
12960,0.6,19487
12974,0.2,19718
12998,0.8,19717
13016,0.4,19807
13026,0.5,19543
13072,0.6,19381
13095,0.5,19432
13121,0.533333333333,19424
13151,1.0,19401
13164,0.2,19756
13167,0.6,19574
13172,0.166666666667,19606
13186,0.3,19887
13214,0.366666666667,19634
13223,0.7,19503
13245,0.3,19339
13278,0.3,19665
13279,0.3,19452
13285,0.7,19358
13298,0.2,19748
13310,0.5,19303
13332,0.1,19712
13382,0.7,19841
13393,0.7,19835
13426,0.0,19371
13461,0.9,19366
13471,0.7,19820
13500,0.725,19404
13534,0.6,19446
13547,0.4,19752
13556,0.7,19324
13606,0.3,19642
13645,0.4,19761
13740,0.4,19715
13786,0.7,19904
13878,0.625,19855
13893,0.7,19684
13909,0.4,19866
13927,0.7,19300
13931,0.4,19507
13967,0.1,19356
14031,0.7,19847
14068,0.5,19377
14141,0.35,19273
14167,0.2,19359
14198,0.2,19737
14338,0.3,19769
14357,0.2,19435
14370,0.4,19554
14387,0.6,19911
14404,0.8,19526
14460,0.6,19708
14463,0.4,19458
14473,0.7,19515
14489,0.4,19778
14564,0.9,19871
14648,0.1,19504
14681,0.5,19738
14723,0.9,19563
14744,0.2,19626
14757,0.3,19914
14806,0.3,19353
14815,0.4,19797
14829,0.3,19509
14926,0.4,19536
14928,0.7,19776
14942,0.3,19671
14961,0.2,19593
14981,0.966666666667,19869
15028,0.6,19267
15031,0.15,19549
15042,0.4,19905
15084,0.7,19798
15095,0.6,19629
15103,0.7,19453
15156,0.6,19430
15192,0.3,19604
15225,0.7,19500
15243,0.7,19731
15303,0.5,19384
15333,0.6,19662
15372,0.6,19517
15437,0.6,19405
15485,0.5,19775
15505,0.8,19909
15538,0.2,19826
15574,0.4,19423
15627,0.7,19721
15633,0.3,19483
15654,0.3,19750
15687,0.2,19881
15700,0.566666666667,19408
15710,0.2,19421
15731,0.3,19368
15766,0.7,19510
15785,0.7,19800
15892,0.4,19799
15897,0.8,19330
15909,0.6,19380
15979,0.5,19842
15990,0.4,19463
16151,0.5,19817
16194,0.5,19838
16212,0.3,19848
16213,0.4,19728
16218,0.3,19882
16220,0.3,19913
16229,0.7,19625
16230,0.5,19315
16297,0.2,19630
16316,0.7,19598
16361,0.6,19758
16362,0.9,19692
16388,0.9,19773
16426,0.9,19561
16444,0.7,19812
16527,0.6,19744
16548,0.5,19902
16614,0.9,19610
16615,0.743333333333,19896
16616,0.383333333333,19859
16630,0.6,19326
16634,0.0,19445
16636,0.8,19678
16640,0.233333333333,19764
16641,0.666666666667,19492
16656,0.6,19262
16682,0.6,19485
16721,0.4,19793
16740,0.6,19618
16862,0.8,19644
16885,0.8,19550
16951,0.3,19340
16969,0.7,19915
17047,0.3,19666
17098,0.1,19654
17142,0.6,19502
17143,0.433333333333,19361
17224,0.1,19523
17228,0.13,19578
17236,0.1,19564
17254,0.8,19391
17264,0.6,19290
17273,0.3,19413
17300,0.7,19426
17348,0.8,19693
17359,0.5,19828
17405,0.7,19587
17458,0.3,19591
17486,0.9,19374
17512,0.3,19783
17533,0.8,19553
17550,0.7,19328
17614,0.6,19872
17667,0.8,19293
17670,0.4,19259
17675,0.7,19516
17741,0.7,19754
17782,0.8,19383
17794,0.5,19624
17800,0.4,19825
17840,0.5,19478
17841,0.4,19476
17882,0.1,19284
17932,0.4,19894
17935,0.2,19791
17939,0.1,19723
17951,0.2,19653
17963,0.6,19496
17970,0.433333333333,19557
17979,0.5,19528
17981,0.7,19277
18046,0.3,19572
18060,0.4,19307
18122,0.9,19661
18127,0.45,19690
18192,1.0,19282
18224,0.5,19622
18274,0.1,19551
18285,0.4,19889
18287,0.6,19746
18289,0.6,19719
18315,0.8,19814
18316,0.7,19716
18337,0.7,19547
18339,0.3,19362
18418,0.8,19427
18426,0.7,19818
18434,0.8,19595
18465,0.5,19318
18487,0.6,19392
18516,0.5,19759
18546,0.5,19335
18598,0.125,19568
18602,0.6,19260
18646,0.25,19508
18648,0.6,19674
18653,0.3,19482
18660,0.566666666667,19772
18702,1.0,19471
18875,0.8,19639
18911,0.9,19396
18992,0.7,19264
19033,0.55,19816
19104,0.3,19465
19156,0.7,19527
19199,0.7,19735
19203,0.4,19831
19229,0.9,19784
19240,0.4,19703
19312,0.9,19903
19332,0.9,19635
19397,0.31,19309
19418,0.475,19646
19421,0.5,19494
19578,1.0,19291
19589,0.4,19880
19599,1.0,19729
19603,0.5,19349
19615,0.6,19796
19709,0.1,19459
19711,0.7,19321
19722,0.3,19461
19845,0.9,19856
19869,0.8,19609
