,user_id,sample_id,prediction
477,18755,477,0.5
478,13833,478,0.1
479,15992,479,0.6
480,14380,480,0.2
481,16618,481,0.6
482,3485,482,0.3
483,10625,483,0.7
484,8497,484,0.8
485,16823,485,0.9
486,12589,486,0.7
487,11138,487,0.5
488,8267,488,0.3
489,6211,489,0.5
490,17305,490,0.6
491,17270,491,0.6
492,12840,492,0.7
493,6270,493,0.4
494,2498,494,0.5
495,16689,495,0.2
496,10114,496,0.4
497,9659,497,0.2
498,17479,498,0.6
499,17942,499,0.6
500,294,500,0.2
501,17167,501,0.4
502,17484,502,0.5
503,17561,503,0.7
504,19348,504,0.6
505,12624,505,0.6
506,16135,506,0.4
507,18688,507,0.8
508,15684,508,0.2
509,12835,509,0.3
510,18508,510,0.8
511,12689,511,0.8
512,12422,512,0.6
513,9797,513,0.2
514,5306,514,0.5
515,18283,515,0.2
516,12650,516,0.4
517,12340,517,0.1
518,15858,518,0.2
519,19131,519,0.3
520,9355,520,0.8
521,10677,521,0.6
522,5353,522,0.5
523,5434,523,0.4
524,307,524,1.0
525,13091,525,0.8
526,13100,526,0.2
527,16875,527,0.4
528,12805,528,0.6
529,17944,529,0.3
530,6909,530,0.8
531,14793,531,0.4
532,19878,532,0.6
533,19174,533,0.0
534,18240,534,0.4
535,17973,535,0.6
536,10569,536,0.4
537,14687,537,0.8
538,5408,538,0.8
539,10685,539,0.3
540,8796,540,0.8
541,17517,541,0.5
542,9754,542,0.7
543,8330,543,0.3
544,2896,544,0.6
545,14939,545,0.0
546,13124,546,0.7
547,7804,547,0.5
548,19633,548,0.766666666667
549,4817,549,0.8
550,14899,550,0.4
551,13605,551,0.6
552,19594,552,0.7
553,16225,553,0.6
554,10212,554,0.1
555,18102,555,0.4
556,18731,556,0.2
557,14093,557,0.1
558,12175,558,0.3
559,7158,559,0.8
560,8667,560,0.6
561,8968,561,0.6
562,376,562,0.8
563,14253,563,0.4
564,18324,564,0.7
565,17869,565,0.4
566,15212,566,0.5
567,7633,567,0.8
568,18753,568,0.5
569,10099,569,0.7
570,13310,570,0.7
571,7915,571,0.7
572,7121,572,0.5
573,10817,573,0.1
574,2792,574,0.7
575,1750,575,0.3
576,11824,576,0.0
577,12491,577,0.1
578,14366,578,0.6
579,18735,579,0.3
580,8406,580,0.5
581,11378,581,0.5
582,2836,582,0.7
583,14902,583,0.5
584,12972,584,0.6
585,12550,585,0.1
586,18344,586,0.7
587,18963,587,0.6
588,16051,588,0.3
589,3294,589,0.3
590,11407,590,0.3
591,7459,591,0.3
592,16654,592,0.8
593,11442,593,0.5
594,4796,594,0.7
595,5457,595,0.5
596,8209,596,0.5
597,759,597,0.5
598,5382,598,0.8
599,5411,599,0.4
600,15200,600,0.2
601,8824,601,0.3
602,4517,602,0.5
603,6448,603,0.2
604,7114,604,0.6
605,7197,605,0.8
606,7297,606,0.5
607,19696,607,0.9
608,6642,608,0.6
609,2723,609,0.8
610,8822,610,0.7
611,16440,611,0.7
612,4992,612,0.8
613,17835,613,0.4
614,19333,614,0.7
615,9965,615,0.6
616,7626,616,0.3
617,14633,617,0.8
618,11685,618,0.8
619,15463,619,0.9
620,2927,620,0.6
621,4499,621,0.5
622,4476,622,0.4
623,12752,623,0.9
624,15614,624,0.3
625,11835,625,0.7
626,3019,626,0.5
627,5091,627,0.7
628,18351,628,0.4
629,6159,629,0.6
630,8475,630,0.7
631,17810,631,0.3
632,5126,632,0.5
633,6577,633,0.8
634,695,634,0.9
635,707,635,1.0
636,17738,636,0.7
637,8952,637,1.0
638,18909,638,0.8
639,104,639,0.5
640,12856,640,0.4
641,16913,641,0.3
642,11855,642,0.7
643,18604,643,0.8
644,16912,644,0.4
645,9339,645,1.0
646,17700,646,0.3
647,19704,647,0.5
648,15276,648,0.9
649,1680,649,0.7
650,579,650,1.0
651,2482,651,0.7
652,13757,652,0.5
653,17067,653,0.4
654,16511,654,0.5
655,9753,655,0.7
656,17568,656,0.4
657,13073,657,0.8
658,10589,658,0.4
659,16839,659,0.8
660,6989,660,0.3
661,18277,661,0.6
662,2923,662,0.3
663,12332,663,0.1
664,8880,664,0.5
665,16014,665,0.3
666,7795,666,1.0
667,18031,667,0.3
668,10426,668,0.6
669,17620,669,0.3
670,7743,670,0.5
671,7079,671,0.6
672,18813,672,0.4
673,15865,673,0.6
674,16048,674,0.2
675,19755,675,0.8
676,14856,676,0.2
677,9714,677,0.9
678,18427,678,0.7
679,14019,679,0.2
680,10133,680,0.9
681,17729,681,0.7
682,14411,682,0.7
683,131,683,0.7
684,16599,684,0.5
685,18687,685,0.2
686,10734,686,0.3
687,12350,687,0.1
688,9781,688,0.7
689,17908,689,1.0
690,4359,690,0.5
691,7837,691,1.0
692,12999,692,0.1
693,3468,693,0.7
694,10311,694,0.6
695,11517,695,0.5
696,14935,696,0.1
697,6514,697,1.0
698,19829,698,0.4
699,8553,699,0.2
700,19656,700,0.9
701,11488,701,0.9
702,11550,702,0.9
703,5274,703,0.7
704,17654,704,0.5
705,10306,705,0.5
706,1216,706,0.6
707,1903,707,0.3
708,6609,708,1.0
709,18870,709,0.1
710,18,710,0.3
711,8857,711,0.9
712,302,712,0.4
713,9460,713,0.7
714,3496,714,0.8
715,9098,715,0.7
716,19026,716,0.1
717,10130,717,0.2
718,18076,718,0.6
719,1842,719,0.8
720,53,720,0.2
721,10598,721,0.1
722,13406,722,0.3
723,18060,723,0.4
724,16563,724,0.3
725,1298,725,0.9
726,17023,726,0.2
727,2872,727,0.8
728,18627,728,0.1
729,19051,729,0.2
730,13608,730,0.4
731,14556,731,0.1
732,19707,732,0.5
733,19305,733,0.6
734,18551,734,0.5
735,10588,735,0.8
736,14259,736,1.0
737,3594,737,0.0
738,15586,738,0.7
739,10932,739,0.4
740,1259,740,0.8
741,18657,741,0.2
742,2322,742,0.5
743,14507,743,0.3
744,10172,744,0.3
745,17035,745,0.1
746,14143,746,0.8
747,1092,747,0.1
748,4892,748,0.3
749,16178,749,0.4
750,1919,750,0.6
751,7170,751,0.4
752,6126,752,0.7
753,18473,753,0.5
754,3620,754,0.2
755,8167,755,0.4
756,1813,756,0.3
757,1180,757,0.8
758,13978,758,0.4
759,11706,759,0.6
760,10315,760,0.0
761,4000,761,1.0
762,14949,762,0.2
763,16155,763,0.5
764,11643,764,0.2
765,7860,765,0.9
766,17176,766,0.4
767,14223,767,0.3
768,8431,768,1.0
769,5595,769,0.7
770,4848,770,0.5
771,6320,771,1.0
772,17615,772,0.3
773,9271,773,0.2
774,14874,774,0.7
775,6164,775,0.3
776,8765,776,0.5
777,4383,777,0.4
778,11262,778,0.5
779,4123,779,0.7
780,19555,780,0.3
781,16364,781,0.3
782,14956,782,0.3
783,15140,783,0.3
784,1304,784,0.9
785,19403,785,0.4
786,3724,786,0.6
787,16127,787,0.9
788,11940,788,0.7
789,1317,789,1.0
790,11895,790,0.3
791,5805,791,0.4
792,1354,792,0.4
793,7775,793,1.0
794,3521,794,0.9
795,17680,795,0.9
796,16041,796,0.3
797,3642,797,0.0
798,8259,798,0.3
799,1197,799,0.6
800,18267,800,0.5
801,8719,801,0.3
802,16414,802,0.2
803,18839,803,0.3
804,12706,804,0.5
805,19732,805,0.8
806,19803,806,0.7
807,14763,807,0.7
808,13368,808,0.3
809,8461,809,0.7
810,7315,810,0.3
811,10412,811,0.4
812,1688,812,0.4
813,8450,813,0.7
814,17516,814,0.6
815,121,815,0.8
816,17387,816,0.1
817,2990,817,0.9
818,17967,818,0.7
819,10512,819,0.5
820,10550,820,0.5
821,407,821,0.9
822,7064,822,0.5
823,14990,823,0.9
824,19602,824,0.7
825,3721,825,0.8
826,9508,826,0.7
827,14825,827,0.6
828,194,828,0.9
829,12050,829,0.8
830,12465,830,0.8
831,7559,831,0.6
832,16536,832,0.1
833,6527,833,0.2
834,15310,834,0.8
835,8087,835,0.4
836,7965,836,0.9
837,8157,837,0.9
838,8306,838,0.7
839,16795,839,0.7
840,368,840,0.8
841,17228,841,0.5
842,1039,842,1.0
843,12412,843,0.8
844,914,844,1.0
845,14137,845,0.6
846,9779,846,0.9
847,19301,847,0.7
848,9843,848,0.8
849,16062,849,0.2
850,2763,850,0.9
851,4125,851,0.5
852,472,852,0.7
853,696,853,0.7
854,2389,854,0.7
855,2542,855,0.5
856,17085,856,1.0
857,9148,857,0.7
858,16865,858,0.3
859,14359,859,0.8
860,1779,860,0.8
861,2183,861,0.4
862,19513,862,0.2
863,4410,863,0.8
864,3095,864,0.7
865,12769,865,0.4
866,14209,866,0.0
867,15392,867,0.8
868,8669,868,0.3
869,17520,869,0.7
870,114,870,0.7
871,7937,871,0.3
872,10076,872,0.4
873,9247,873,0.7
874,18138,874,0.2
875,12480,875,0.5
876,1653,876,0.4
877,3268,877,0.7
878,9257,878,0.9
879,16028,879,0.4
880,3860,880,0.6
881,1366,881,0.2
882,2988,882,0.6
883,5330,883,0.5
884,4803,884,0.5
885,3567,885,0.3
886,2424,886,0.7
887,18493,887,0.7
888,2062,888,0.5
889,14303,889,0.0
890,11662,890,0.4
891,4335,891,0.4
892,14710,892,0.5
893,12054,893,0.4
894,16000,894,0.1
895,100,895,0.1
896,16349,896,0.7
897,15978,897,0.8
898,11749,898,0.7
899,12479,899,0.5
900,428,900,0.4
901,14721,901,0.6
902,10369,902,0.4
903,10768,903,0.7
904,18981,904,0.2
905,9031,905,0.7
906,8744,906,0.1
907,18916,907,0.8
908,11814,908,0.5
909,5051,909,0.5
910,3331,910,0.4
911,684,911,0.7
912,9559,912,0.6
913,15839,913,0.8
914,4219,914,0.6
915,18625,915,0.4
916,7112,916,0.4
917,10465,917,0.4
918,17208,918,0.4
919,3016,919,0.5
920,315,920,0.5
921,16354,921,1.0
922,4132,922,0.9
923,5327,923,0.6
924,14459,924,0.5
925,4549,925,0.7
926,14757,926,0.1
927,2260,927,0.9
928,151,928,1.0
929,16429,929,0.1
930,13985,930,0.1
931,18015,931,0.3
932,16807,932,0.4
933,8168,933,1.0
934,10323,934,0.2
935,9908,935,0.6
936,9649,936,0.2
937,19698,937,0.8
938,7422,938,0.3
939,9221,939,0.4
940,18652,940,0.3
941,17588,941,0.2
942,11905,942,0.6
943,13687,943,0.5
944,17031,944,0.3
945,18810,945,0.4
946,14538,946,0.6
947,17710,947,0.1
948,12162,948,0.9
949,7145,949,0.6
950,3157,950,0.8
951,9825,951,0.5
952,4375,952,0.3
953,11861,953,0.5
954,5597,954,0.3
955,17609,955,0.3
956,5989,956,0.3
957,13418,957,0.9
958,13343,958,0.3
959,16532,959,0.6
960,8457,960,0.8
961,17736,961,0.2
962,529,962,0.6
963,18149,963,0.4
964,16500,964,0.4
965,6181,965,0.7
966,8072,966,0.8
967,16609,967,0.2
968,415,968,0.4
969,9269,969,0.4
970,13314,970,0.8
971,8386,971,0.5
972,5375,972,0.3
973,5862,973,0.3
974,7026,974,0.7
975,17884,975,0.9
976,11699,976,0.8
977,7612,977,1.0
978,8250,978,0.6
979,1762,979,0.9
980,11174,980,0.2
981,19440,981,0.3
982,11161,982,0.5
983,11042,983,0.1
984,12406,984,0.3
985,9936,985,0.7
986,5003,986,0.4
987,14073,987,0.6
988,7591,988,0.8
989,908,989,0.5
990,12955,990,0.2
991,6881,991,0.4
992,5742,992,0.3
993,15464,993,0.7
994,2951,994,0.3
995,5830,995,0.6
996,5730,996,0.9
997,13900,997,0.8
998,8971,998,0.8
999,17650,999,0.4
1000,18012,1000,0.1
1001,13939,1001,0.6
1002,17800,1002,0.1
1003,15007,1003,0.6
1004,16071,1004,0.6
1005,14305,1005,0.8
1006,9952,1006,0.6
1007,19667,1007,0.8
1008,15405,1008,0.3
1009,14641,1009,0.7
1010,19649,1010,0.6
1011,2641,1011,0.8
1012,12723,1012,0.5
1013,18416,1013,0.4
1014,2464,1014,0.6
1015,10357,1015,0.7
1016,7248,1016,0.6
1017,7443,1017,0.5
1018,5899,1018,1.0
1019,19780,1019,0.4
1020,7706,1020,0.8
1021,11295,1021,0.2
1022,7127,1022,0.9
1023,13141,1023,0.8
1024,1030,1024,0.7
1025,3572,1025,0.7
1026,12895,1026,0.3
1027,17735,1027,0.8
1028,16853,1028,0.5
1029,9390,1029,0.5
1030,9365,1030,0.9
1031,18430,1031,0.8
1032,16974,1032,0.8
1033,16594,1033,0.3
1034,19659,1034,0.3
1035,6558,1035,0.9
1036,141,1036,0.9
1037,5265,1037,0.4
1038,6503,1038,0.6
1039,18748,1039,0.3
1040,1733,1040,1.0
1041,6191,1041,0.1
1042,11802,1042,0.1
1043,9515,1043,0.4
1044,8612,1044,0.1
1045,3664,1045,0.6
1046,19119,1046,0.2
1047,19747,1047,0.5
1048,18960,1048,0.4
1049,19032,1049,0.2
1050,8964,1050,0.5
1051,9298,1051,0.5
1052,12122,1052,0.6
1053,12768,1053,0.4
1054,16902,1054,0.6
1055,13216,1055,0.6
1056,5848,1056,0.3
1057,17825,1057,0.3
1058,13298,1058,0.8
1059,4107,1059,0.2
1060,7515,1060,1.0
1061,5634,1061,0.5
1062,6381,1062,0.6
1063,19005,1063,0.2
1064,4117,1064,0.6
1065,14022,1065,0.8
1066,13063,1066,1.0
1067,10922,1067,0.7
1068,5796,1068,0.5
1069,18592,1069,0.5
1070,4041,1070,0.4
1071,9760,1071,0.6
1072,1706,1072,0.6
1073,4004,1073,0.8
1074,9400,1074,0.7
1075,2658,1075,0.9
1076,7402,1076,0.8
1077,6133,1077,0.2
1078,5965,1078,0.6
1079,10546,1079,0.9
1080,9792,1080,0.6
1081,10503,1081,0.8
1082,6083,1082,1.0
1083,6370,1083,0.9
1084,17146,1084,0.5
1085,10871,1085,0.5
1086,14986,1086,0.6
1087,7468,1087,0.8
1088,9260,1088,0.7
1089,384,1089,0.9
1090,3621,1090,0.7
1091,7370,1091,0.4
1092,12161,1092,0.6
1093,6551,1093,0.7
1094,11483,1094,0.4
1095,10595,1095,0.6
1096,8996,1096,0.5
1097,1004,1097,0.0
1098,11369,1098,0.3
1099,16660,1099,0.7
1100,18816,1100,0.9
1101,13056,1101,1.0
1102,9080,1102,0.3
1103,13850,1103,0.4
1104,2338,1104,0.8
1105,5414,1105,0.5
1106,3516,1106,0.8
1107,17449,1107,0.7
1108,7895,1108,0.1
1109,11504,1109,0.1
1110,10303,1110,0.3
1111,19176,1111,0.0
1112,15879,1112,0.7
1113,7056,1113,0.9
1114,7259,1114,0.5
1115,8910,1115,0.7
1116,6784,1116,0.6
1117,5060,1117,0.1
1118,12209,1118,0.7
1119,11158,1119,0.4
1120,7785,1120,0.8
1121,2854,1121,0.8
1122,2794,1122,1.0
1123,4539,1123,0.7
1124,2131,1124,0.9
1125,16101,1125,0.2
1126,11361,1126,0.5
1127,14356,1127,0.3
1128,8786,1128,0.7
1129,19077,1129,0.3
1130,12441,1130,0.3
1131,10689,1131,1.0
1132,1280,1132,0.4
1133,1645,1133,0.8
1134,6452,1134,0.7
1135,3313,1135,1.0
1136,12692,1136,0.9
1137,17297,1137,0.0
1138,6844,1138,0.4
1139,4026,1139,0.3
1140,6105,1140,0.6
1141,1828,1141,0.2
1142,3067,1142,1.0
1143,14809,1143,0.7
1144,7770,1144,0.5
1145,7277,1145,0.1
1146,4167,1146,0.7
1147,582,1147,0.9
1148,12661,1148,0.6
1149,18579,1149,0.7
1150,18254,1150,0.4
1151,7905,1151,0.3
1152,17030,1152,0.8
1153,2161,1153,0.2
1154,5206,1154,0.5
1155,12028,1155,0.5
1156,13055,1156,0.3
1157,5185,1157,1.0
1158,433,1158,1.0
1159,11451,1159,0.6
1160,10942,1160,0.5
1161,8119,1161,0.8
1162,13129,1162,0.7
1163,2122,1163,0.9
1164,16640,1164,0.3
1165,4002,1165,0.8
1166,812,1166,0.5
1167,18010,1167,0.7
1168,8757,1168,0.6
1169,16746,1169,0.9
1170,166,1170,0.8
1171,18143,1171,0.4
1172,19164,1172,0.0
1173,11142,1173,0.1
1174,1144,1174,0.8
1175,8344,1175,0.8
1176,12150,1176,0.4
1177,11570,1177,0.6
1178,4309,1178,0.8
1179,2782,1179,0.8
1180,2461,1180,0.7
1181,9927,1181,1.0
1182,9938,1182,0.5
1183,10891,1183,0.5
1184,5437,1184,1.0
1185,777,1185,0.8
1186,7258,1186,0.9
1187,7044,1187,0.2
1188,8950,1188,0.3
1189,11022,1189,0.1
1190,1725,1190,0.9
1191,9274,1191,0.4
1192,19438,1192,0.3
1193,11935,1193,0.5
1194,15342,1194,0.8
1195,15615,1195,0.3
1196,2540,1196,0.9
1197,6560,1197,0.3
1198,600,1198,1.0
1199,19235,1199,0.0
1200,18148,1200,0.3
1201,10898,1201,0.6
1202,4595,1202,0.6
1203,9248,1203,0.9
1204,822,1204,0.8
1205,7661,1205,0.6
1206,1219,1206,0.9
1207,6277,1207,0.6
1208,10092,1208,0.3
1209,586,1209,0.5
1210,6799,1210,0.5
1211,9535,1211,1.0
1212,19583,1212,0.8
1213,1189,1213,0.5
1214,3326,1214,0.9
1215,5612,1215,0.5
1216,5497,1216,0.8
1217,2758,1217,0.7
1218,15723,1218,0.3
1219,9570,1219,0.8
1220,5121,1220,0.9
1221,16942,1221,0.9
1222,768,1222,0.8
1223,14908,1223,0.2
1224,11178,1224,1.0
1225,7796,1225,0.4
1226,10052,1226,1.0
1227,2342,1227,0.8
1228,9492,1228,0.1
1229,4156,1229,0.3
1230,12745,1230,0.9
1231,16332,1231,1.0
