,prediction,user_id_id
391,0.9,8219.0
393,0.1,7544.0
400,0.4,11951.0
401,0.2,1652.0
404,1.0,4467.0
405,0.4,3399.0
407,0.3,14754.0
410,0.4,2093.0
412,0.0,7813.0
415,0.9,12911.0
428,0.5,8480.0
432,0.1,1355.0
442,1.0,11920.0
452,0.8,14821.0
453,1.0,10833.0
456,0.625,12888.0
459,0.9,14031.0
464,0.5,6693.0
467,1.0,2915.0
470,0.2,5708.0
481,0.7,16618.0
482,0.8,3485.0
483,0.9,10625.0
486,0.4,12589.0
487,0.5,11138.0
494,0.6,2498.0
496,0.2,10114.0
500,0.6,294.0
511,0.9,12689.0
522,0.6,5353.0
524,0.8,307.0
525,0.7,13091.0
537,0.8,14687.0
538,1.0,5408.0
539,0.2,10685.0
540,0.7,8796.0
544,0.1,2896.0
549,0.2,4817.0
559,0.7,7158.0
562,0.5,376.0
570,0.7,13310.0
571,1.0,7915.0
572,0.5,7121.0
573,0.2,10817.0
574,0.9,2792.0
582,0.7,2836.0
585,0.7,12550.0
594,0.5,4796.0
602,0.2,4517.0
605,0.9,7197.0
615,1.0,9965.0
620,0.3,2927.0
621,0.7,4499.0
623,0.8,12752.0
632,0.3,5126.0
633,0.6,6577.0
634,0.8,695.0
635,1.0,707.0
639,0.5,104.0
642,0.6,11855.0
649,0.8,1680.0
650,0.7,579.0
651,0.5,2482.0
662,0.2,2923.0
666,1.0,7795.0
670,0.2,7743.0
671,0.2,7079.0
679,0.2,14019.0
683,0.7,131.0
688,0.8,9781.0
691,1.0,7837.0
694,1.0,10311.0
697,1.0,6514.0
701,0.7,11488.0
702,1.0,11550.0
703,0.5,5274.0
706,0.7,1216.0
707,0.1,1903.0
708,1.0,6609.0
710,0.0,18.0
711,0.6,8857.0
719,0.7,1842.0
720,0.0,53.0
722,0.1,13406.0
725,0.5,1298.0
727,0.8,2872.0
735,0.6,10588.0
737,0.0,3594.0
740,0.8,1259.0
742,0.4,2322.0
751,0.5,7170.0
754,0.2,3620.0
756,0.4,1813.0
757,0.4,1180.0
761,1.0,4000.0
768,1.0,8431.0
770,1.0,4848.0
771,0.9,6320.0
775,0.2,6164.0
777,0.4,4383.0
779,0.5,4123.0
784,0.8,1304.0
786,0.9,3724.0
789,1.0,1317.0
790,0.7,11895.0
791,0.9,5805.0
792,0.7,1354.0
793,0.9,7775.0
794,0.8,3521.0
809,0.7,8461.0
810,0.3,7315.0
812,0.6,1688.0
813,0.7,8450.0
815,1.0,121.0
817,0.9,2990.0
821,0.6,407.0
822,0.1,7064.0
825,0.3,3721.0
826,0.6,9508.0
828,0.5,194.0
829,0.9,12050.0
830,0.0,12465.0
831,0.6,7559.0
833,0.4,6527.0
835,0.3,8087.0
836,0.3,7965.0
837,0.9,8157.0
842,0.6,1039.0
843,0.6,12412.0
844,0.1,914.0
848,1.0,9843.0
850,0.9,2763.0
851,0.6,4125.0
852,1.0,472.0
853,0.7,696.0
854,0.8,2389.0
856,0.9,17085.0
859,0.6,14359.0
860,1.0,1779.0
861,0.6,2183.0
864,0.8,3095.0
865,0.4,12769.0
868,0.2,8669.0
870,0.2,114.0
871,0.1,7937.0
872,0.0,10076.0
873,0.8,9247.0
875,0.9,12480.0
876,0.2,1653.0
877,0.3,3268.0
878,0.9,9257.0
879,0.2,16028.0
880,0.0,3860.0
881,0.0,1366.0
882,0.8,2988.0
883,0.3,5330.0
884,0.9,4803.0
885,0.8,3567.0
886,0.8,2424.0
893,0.5,12054.0
895,0.2,100.0
897,0.4,15978.0
898,0.9,11749.0
899,0.1,12479.0
900,0.2,428.0
911,0.7,684.0
917,0.3,10465.0
919,0.9,3016.0
920,0.2,315.0
921,1.0,16354.0
922,0.9,4132.0
923,0.7,5327.0
927,0.8,2260.0
933,1.0,8168.0
938,0.3,7422.0
950,0.9,3157.0
952,0.1,4375.0
956,0.2,5989.0
960,0.8,8457.0
962,0.3,529.0
968,0.3,415.0
972,0.0,5375.0
973,1.0,5862.0
977,1.0,7612.0
979,1.0,1762.0
980,0.1,11174.0
985,0.6,9936.0
988,0.1,7591.0
989,0.4,908.0
992,0.0,5742.0
995,0.2,5830.0
996,1.0,5730.0
997,1.0,13900.0
1003,0.6,15007.0
1005,0.6,14305.0
1015,0.9,10357.0
1018,0.9,5899.0
1022,1.0,7127.0
1024,0.6,1030.0
1025,0.9,3572.0
1029,0.2,9390.0
1035,0.8,6558.0
1036,1.0,141.0
1038,0.8,6503.0
1040,0.4,1733.0
1050,0.3,8964.0
1052,0.3,12122.0
1053,0.4,12768.0
1059,0.1,4107.0
1060,0.9,7515.0
1061,0.7,5634.0
1062,1.0,6381.0
1064,0.8,4117.0
1067,0.2,10922.0
1070,0.5,4041.0
1071,0.5,9760.0
1072,0.3,1706.0
1073,0.9,4004.0
1074,0.8,9400.0
1075,0.9,2658.0
1077,0.5,6133.0
1081,0.85,10503.0
1082,0.9,6083.0
1083,1.0,6370.0
1086,0.7,14986.0
1088,0.8,9260.0
1089,0.8,384.0
1090,0.1,3621.0
1093,0.2,6551.0
1095,0.5,10595.0
1097,0.0,1004.0
1099,0.7,16660.0
1101,0.9,13056.0
1104,0.7,2338.0
1106,0.9,3516.0
1113,0.9,7056.0
1120,0.9,7785.0
1121,0.8,2854.0
1122,1.0,2794.0
1123,0.9,4539.0
1124,0.7,2131.0
1128,1.0,8786.0
1131,1.0,10689.0
1132,0.2,1280.0
1133,0.8,1645.0
1134,1.0,6452.0
1135,0.8,3313.0
1139,0.7,4026.0
1140,0.6,6105.0
1142,1.0,3067.0
1143,0.2,14809.0
1144,0.8,7770.0
1145,0.8,7277.0
1146,1.0,4167.0
1147,0.2,582.0
1151,0.5,7905.0
1154,0.5,5206.0
1157,0.9,5185.0
1158,1.0,433.0
1163,0.9,2122.0
1165,1.0,4002.0
1166,0.9,812.0
1168,0.8,8757.0
1170,1.0,166.0
1173,0.0,11142.0
1174,1.0,1144.0
1179,1.0,2782.0
1180,0.6,2461.0
1181,0.8,9927.0
1184,1.0,5437.0
1186,0.9,7258.0
1190,0.8,1725.0
1191,0.7,9274.0
1194,0.8,15342.0
1196,0.6,2540.0
1201,1.0,10898.0
1202,0.4,4595.0
1203,1.0,9248.0
1204,1.0,822.0
1206,0.8,1219.0
1207,0.8,6277.0
1208,0.3,10092.0
1213,0.4,1189.0
1214,0.9,3326.0
1216,0.8,5497.0
1217,1.0,2758.0
1222,0.7,768.0
1224,0.5,11178.0
1226,1.0,10052.0
1227,0.5,2342.0
1229,0.8,4156.0
1230,0.9,12745.0
1232,1.0,12392.0
1234,1.0,60.0
1235,0.0,1788.0
1236,1.0,2744.0
1237,1.0,5980.0
1238,1.0,10946.0
1239,0.9,11061.0
1240,0.6,3428.0
1241,0.1,4404.0
1242,1.0,1015.0
1245,0.5,13265.0
1246,0.8,6007.0
1248,1.0,11955.0
1253,0.1,9690.0
1254,0.2,5394.0
1255,0.7,8253.0
1256,1.0,3878.0
1257,0.1,14744.0
1259,0.2,8554.0
1260,0.3,1824.0
1262,0.9,7395.0
1264,0.6,2315.0
1267,0.0,9692.0
1269,0.5,6763.0
1272,0.9,14407.0
1273,0.2,7925.0
1276,0.7,6063.0
1277,0.8,7372.0
1278,0.7,9500.0
1282,0.3,10902.0
1284,0.4,9738.0
1287,0.7,11599.0
1292,0.5,12489.0
1294,0.6,11496.0
1296,0.4,7490.0
1299,1.0,15613.0
1302,1.0,72.0
1303,0.2,74.0
1304,0.2,13094.0
1305,0.9,9851.0
1307,0.5,1930.0
1314,0.6,2282.0
1316,0.6,1447.0
1317,0.6,11960.0
1318,0.8,1371.0
1320,0.1,5846.0
1321,0.1,9329.0
1325,0.6,245.0
1326,0.3,364.0
1327,0.7,5606.0
1328,1.0,10501.0
1332,0.0,10869.0
1333,0.8,10397.0
1334,0.2,14860.0
1336,0.8,1453.0
1337,0.9,8677.0
1338,0.8,6738.0
1341,0.7,3323.0
1342,0.5,278.0
1343,0.8,4941.0
1345,0.8,462.0
1346,0.4,89.0
1347,0.1,11585.0
1348,0.2,9894.0
1351,0.54,3084.0
1354,0.8,10777.0
1355,0.9,7701.0
1356,0.5,1619.0
1357,0.5,9261.0
1358,0.2,11493.0
1359,0.9,3996.0
1362,0.9,3431.0
1364,0.0,16632.0
1365,0.9,4248.0
1366,0.9,9951.0
1368,0.2,15514.0
1369,1.0,5803.0
1370,0.4,2746.0
1373,0.9,3585.0
1374,0.9,7778.0
1376,0.7,8143.0
1377,1.0,10462.0
1378,0.7,1333.0
1379,0.3,5227.0
1383,1.0,3563.0
1388,0.4,5536.0
1390,1.0,515.0
1391,0.7,3694.0
1394,0.4,96.0
1395,0.5,12737.0
1396,1.0,2728.0
1399,0.8,7032.0
1403,0.9,1644.0
1404,0.0,2181.0
1405,0.7,10742.0
1406,0.2,9176.0
1407,0.9,4702.0
1408,0.2,349.0
1412,1.0,10223.0
1421,0.5,1891.0
1422,1.0,1062.0
1423,1.0,1167.0
1426,0.2,8557.0
1431,1.0,12617.0
1432,0.4,1497.0
1435,0.6,3452.0
1436,0.6,2371.0
1437,0.7,4473.0
1441,0.8,10940.0
1444,0.1,3042.0
1446,0.1,13635.0
1450,0.1,4561.0
1452,0.8,9929.0
1454,0.3,1624.0
1455,0.3,4519.0
1456,1.0,9557.0
1458,0.8,3094.0
1459,0.9,5063.0
1460,0.3,15359.0
1462,1.0,12716.0
1464,0.6,14121.0
1465,0.7,12612.0
1466,1.0,656.0
1467,0.6,973.0
1468,0.6,2411.0
1469,0.7,1995.0
1470,0.3,4447.0
1473,0.6,382.0
1475,0.7,4051.0
1478,0.3,8436.0
1480,0.3,16717.0
1482,0.3,14126.0
1485,0.6,16200.0
1486,0.7,8655.0
1487,0.4,1886.0
1489,0.7,5016.0
1493,0.5,11394.0
1495,0.8,6139.0
1496,0.6,7827.0
1500,0.5,3001.0
1501,0.7,3114.0
1504,0.5,328.0
1507,0.9,1094.0
1508,0.9,2290.0
1509,0.7,6332.0
1516,0.1,6797.0
1521,1.0,11472.0
1530,0.0,5793.0
1531,0.8,6122.0
1532,0.6,5909.0
1533,0.9,2403.0
1537,0.5,2820.0
1541,1.0,419.0
1544,0.9,7116.0
1545,0.5,4631.0
1547,1.0,2119.0
1548,1.0,6631.0
1551,0.9,11784.0
1555,1.0,4493.0
1556,0.5,1985.0
1557,0.3,5759.0
1560,0.8,12907.0
1561,0.9,3963.0
1562,0.5,1873.0
1563,0.7,9436.0
1564,0.7,13786.0
1567,0.8,5452.0
1568,0.9,4742.0
1571,0.7,5033.0
1574,0.0,5702.0
1578,0.9,1797.0
1583,1.0,9593.0
1585,0.1,6657.0
1587,0.8,5997.0
1588,0.5,150.0
1591,0.4,8041.0
1593,0.3,3229.0
1594,0.3,3209.0
1595,0.6,8965.0
1596,0.7,1014.0
1597,0.6,6706.0
1599,0.8,2771.0
1603,0.4,4199.0
1606,1.0,11318.0
1607,1.0,8414.0
1608,0.6,6140.0
1610,0.9,763.0
1615,0.4,1574.0
1618,0.5,9489.0
1621,0.4,7467.0
1622,0.9,6519.0
1628,0.0,10579.0
1629,1.0,645.0
1630,0.7,10983.0
1631,0.3,13752.0
1632,0.9,8552.0
1633,0.9,1441.0
1636,0.2,6199.0
1638,0.4,7067.0
1639,1.0,1533.0
1640,0.8,10792.0
1641,1.0,6754.0
1643,0.6,10419.0
1645,0.0,3260.0
1648,0.9,13919.0
1649,0.1,16820.0
1650,0.8,17128.0
1652,0.8,5268.0
1657,1.0,5134.0
1658,0.8,7282.0
1661,0.7,7423.0
1663,1.0,7211.0
1670,0.5,6717.0
1672,0.3,1072.0
1676,1.0,9018.0
1677,0.7,9546.0
1683,0.6,15914.0
1684,1.0,7758.0
1689,0.7,6530.0
1693,0.8,3857.0
1695,0.5,3608.0
1698,1.0,11634.0
1704,1.0,10894.0
1705,1.0,2606.0
1706,0.6,5578.0
1708,0.9,8682.0
1709,1.0,7384.0
1710,1.0,3121.0
1711,1.0,1987.0
1713,0.2,816.0
1714,0.7,7397.0
1715,0.6,124.0
1719,0.9,1418.0
1722,0.6,1438.0
1723,0.7,4928.0
1725,0.3,2531.0
1726,0.0,8758.0
1727,0.2,14283.0
1734,0.3,6549.0
1735,0.5,3218.0
1736,1.0,3965.0
1737,0.2,6815.0
1739,0.3,3744.0
1741,0.6,16781.0
1749,0.9,9635.0
1751,0.5,14542.0
1754,0.9,5594.0
1755,0.5,4556.0
1756,1.0,5718.0
1757,0.2,13908.0
1758,0.6,241.0
1759,0.8,7163.0
1760,0.9,3220.0
1761,0.7,5571.0
1765,0.7,2387.0
1767,1.0,2454.0
1768,1.0,3745.0
1769,0.5,16295.0
1773,0.9,6641.0
1776,0.4,16425.0
1778,1.0,3597.0
1781,0.6,12621.0
1782,0.6,11073.0
1785,0.6,2450.0
1790,0.9,14058.0
1791,0.1,13705.0
1792,0.5,9254.0
1793,0.6,4508.0
1794,0.1,3775.0
1795,0.8,809.0
1797,1.0,6471.0
1802,1.0,12898.0
1803,1.0,4851.0
1805,0.9,527.0
1808,0.2,1597.0
1809,0.8,12971.0
1810,0.8,10955.0
1811,0.3,1104.0
1812,0.5,13357.0
1815,0.0,6302.0
1816,0.5,7053.0
1817,0.2,9471.0
1819,1.0,8686.0
1820,0.4,12490.0
1822,0.8,5025.0
1823,1.0,292.0
1827,0.1,10018.0
1829,0.3,4732.0
1833,0.3,9860.0
1835,0.5,2258.0
1836,0.9,7634.0
1837,0.2,3237.0
1838,1.0,12759.0
1839,0.1,10798.0
1841,0.4,5837.0
1842,0.4,10243.0
1844,0.6,1867.0
1848,1.0,7538.0
1851,1.0,10533.0
1852,0.1,4876.0
1855,0.9,4529.0
1858,0.1,15442.0
1861,0.9,6134.0
1862,0.8,4096.0
1864,0.9,5570.0
1865,0.8,10361.0
1866,0.9,3447.0
1870,1.0,8291.0
1871,0.4,10012.0
1872,0.8,2083.0
1876,0.4,12569.0
1877,0.4,2869.0
1878,0.1,9521.0
1879,0.3,7929.0
1885,0.1,7051.0
1888,0.3,9810.0
1890,0.9,4145.0
1894,1.0,1260.0
1895,0.6,16274.0
1896,0.9,7195.0
1897,1.0,14300.0
1901,0.7,5372.0
1903,0.6,2043.0
1904,0.9,4361.0
1906,0.1,9377.0
1907,0.2,8975.0
1912,0.2,398.0
1915,0.2,11055.0
1916,1.0,372.0
1917,0.4,4881.0
1918,0.1,16053.0
1919,0.6,6653.0
1922,0.1,11010.0
1924,0.2,4392.0
1925,0.4,4654.0
1926,0.2,4274.0
1928,0.8,887.0
1935,0.6,3936.0
1936,1.0,551.0
1938,0.9,6496.0
1939,0.8,2813.0
1940,0.4,12597.0
1941,0.9,12112.0
1943,1.0,3065.0
1944,1.0,9525.0
1945,1.0,3580.0
1947,0.7,273.0
1948,0.6,844.0
1950,0.7,12705.0
1951,0.8,843.0
1953,0.9,2924.0
1954,1.0,1078.0
1957,0.4,6414.0
1959,0.9,2887.0
1962,0.7,3367.0
1965,0.7,30.0
1966,1.0,13215.0
1967,1.0,1040.0
1968,0.4,17160.0
1969,0.1,1254.0
1974,0.9,8235.0
1975,0.8,10970.0
1977,1.0,8318.0
1978,0.3,3392.0
1980,1.0,4185.0
1981,1.0,3219.0
1982,0.4,5471.0
1987,0.4,2843.0
1990,0.4,1849.0
1992,0.8,9644.0
1993,0.3,4229.0
1994,1.0,9767.0
1995,0.9,4708.0
1996,0.6,10518.0
1999,0.5,3178.0
2000,0.8,5838.0
2001,0.7,1074.0
2003,0.9,11908.0
2004,0.8,7801.0
2006,0.1,9983.0
2010,0.1,4544.0
2017,0.2,2459.0
2020,0.1,4288.0
2022,0.8,1549.0
2026,0.8,12189.0
2030,0.8,11312.0
2035,0.8,14457.0
2039,0.8,7215.0
2040,0.6,1948.0
2050,0.8,1981.0
2056,0.9,5682.0
2057,0.1,8740.0
2058,0.1,12367.0
2059,0.7,687.0
2060,0.7,501.0
2065,0.8,10756.0
2066,0.8,10731.0
2076,0.9,16311.0
2082,0.2,9218.0
2085,0.9,8091.0
2087,0.6,5166.0
2088,0.7,3667.0
2092,0.6,3879.0
2100,1.0,4548.0
2101,0.866666666667,1460.0
2102,0.8,11506.0
2112,0.2,7504.0
2116,0.5,4562.0
2120,0.7,10735.0
2123,0.3,6494.0
2128,0.1,412.0
2133,0.0,1017.0
2135,0.0,15934.0
2140,1.0,2036.0
2141,0.4,1504.0
2142,0.7,11568.0
2144,0.3,751.0
2147,0.5,9947.0
2152,1.0,1076.0
2154,0.7,7017.0
2155,0.0,6351.0
2156,0.0,6027.0
2158,0.9,13412.0
2159,0.6,15942.0
2163,0.8,4184.0
2164,0.8,12250.0
2165,0.9,1920.0
2167,0.9,3436.0
2168,1.0,14011.0
2169,0.3,1992.0
2170,0.3,8290.0
2174,0.1,6563.0
2179,1.0,2084.0
2180,0.2,636.0
2181,0.0,2048.0
2182,0.8,1387.0
2183,1.0,536.0
2185,0.9,10005.0
2187,1.0,13.0
2189,0.4,15754.0
2190,0.8,16843.0
2191,0.1,133.0
2195,0.2,2448.0
2197,0.1,2208.0
2199,0.7,7955.0
2208,0.4,7715.0
2209,1.0,962.0
2211,0.1,4291.0
2213,0.9,7587.0
2214,1.0,59.0
2215,1.0,8708.0
2216,0.0,4633.0
2218,0.0,10132.0
2219,0.5,9379.0
2221,0.4,15666.0
2223,0.3,17173.0
2224,0.8,720.0
2229,0.9,1692.0
2231,1.0,9172.0
2234,0.4,13683.0
2235,0.9,5131.0
2236,0.5,4300.0
2237,0.6,5224.0
2239,0.5,8498.0
2240,0.7,8579.0
2242,0.7,1950.0
2243,0.4,3227.0
2244,0.6,5081.0
2245,1.0,49.0
2247,0.5,7325.0
2251,0.8,776.0
2252,0.2,9174.0
2257,0.5,10484.0
2258,0.2,6625.0
2259,0.7,9127.0
2260,0.6,10984.0
2261,0.3,1831.0
2262,0.3,7933.0
2263,0.9,4015.0
2265,0.2,4752.0
2269,0.9,6318.0
2271,0.9,1836.0
2273,0.9,6505.0
2276,0.8,506.0
2277,0.9,4408.0
2278,0.7,5258.0
2281,0.9,15927.0
2285,0.8,8963.0
2287,0.9,1044.0
2288,0.9,7091.0
2290,0.5,5866.0
2295,0.9,4053.0
2296,0.9,1242.0
2297,1.0,10531.0
2306,0.1,1773.0
2309,0.9,5891.0
2310,0.7,1967.0
2311,1.0,9075.0
2313,1.0,514.0
2315,0.5,3063.0
2320,0.9,3026.0
2321,1.0,1175.0
2322,0.2,15507.0
2323,1.0,4776.0
2325,0.8,7375.0
2326,0.1,3589.0
2327,0.9,5480.0
2328,0.9,6885.0
2330,0.7,13923.0
2331,1.0,5734.0
2332,1.0,9597.0
2338,0.9,939.0
2339,1.0,4611.0
2340,1.0,174.0
2341,0.2,13676.0
2342,0.4,1660.0
2343,0.2,13376.0
2345,0.1,4712.0
2346,1.0,10928.0
2347,0.3,3025.0
2348,0.2,1953.0
2349,0.7,510.0
2350,0.5,7716.0
2351,1.0,9190.0
2356,0.6,10629.0
2358,1.0,1360.0
2360,0.8,4001.0
2361,0.2,10703.0
2362,0.4,2493.0
2363,0.8,6361.0
2365,0.9,10736.0
2366,0.8,1208.0
2367,1.0,3840.0
2368,0.8,11343.0
2369,0.9,7189.0
2370,0.1,2188.0
2372,0.9,12304.0
2373,1.0,5878.0
2375,0.4,14042.0
2376,0.6,6005.0
2377,1.0,10971.0
2380,0.9,14852.0
2381,1.0,7503.0
2382,0.9,6838.0
2383,0.9,4353.0
2384,0.7,13008.0
2385,0.7,8699.0
2386,0.7,1256.0
2387,0.6,2017.0
2388,0.5,1544.0
2390,0.6,1395.0
2391,0.8,2157.0
2392,0.9,7133.0
2394,0.3,2676.0
2395,0.6,802.0
2396,0.8,5417.0
2400,0.4,11769.0
2402,0.9,13452.0
2403,0.1,9175.0
2405,0.7,4714.0
2406,1.0,2609.0
2408,0.8,1224.0
2415,0.5,4289.0
2418,0.2,997.0
2420,0.1,14897.0
2422,1.0,1667.0
2423,0.8,3195.0
2424,0.9,8030.0
2428,0.1,851.0
2431,1.0,9324.0
2438,0.6,6746.0
2441,0.9,4789.0
2442,1.0,4858.0
2443,1.0,9755.0
2444,1.0,595.0
2445,0.0,14974.0
2447,1.0,7295.0
2450,0.3,31.0
2452,1.0,516.0
2453,0.9,13219.0
2454,0.7,556.0
2455,0.1,8840.0
2457,0.9,476.0
2458,0.4,12530.0
2460,0.9,11151.0
2461,0.1,10119.0
2463,1.0,1625.0
2464,0.6,5950.0
2465,0.9,10975.0
2466,1.0,14417.0
2467,0.7,2213.0
2469,0.2,2262.0
2473,0.9,177.0
2474,0.9,7188.0
2475,0.9,764.0
2476,1.0,243.0
2477,0.9,11742.0
2478,0.7,1022.0
2486,0.7,2581.0
2491,0.8,3467.0
2495,0.7,3382.0
2497,1.0,348.0
2498,0.5,6323.0
2502,0.2,3149.0
2507,0.8,8767.0
2512,0.7,10709.0
2517,0.9,2123.0
2518,0.1,10090.0
2519,1.0,1928.0
2521,1.0,889.0
2525,0.2,6290.0
2527,0.2,4645.0
2528,0.0,5490.0
2530,0.5,14307.0
2531,0.8,1461.0
2535,0.7,55.0
2536,0.3,4484.0
2538,0.4,4855.0
2539,1.0,1760.0
2540,0.7,5229.0
2542,0.6,11259.0
2546,0.3,7703.0
2547,0.3,1909.0
2550,0.8,6058.0
2553,0.3,6946.0
2558,0.4,12946.0
2559,0.666666666667,4515.0
2561,0.8,12062.0
2564,1.0,8925.0
2565,0.6,10635.0
2566,1.0,3162.0
2569,0.3,9501.0
2571,0.2,1145.0
2573,0.6,4293.0
2583,0.7,7849.0
2585,1.0,13221.0
2590,0.1,6473.0
2594,0.5,16271.0
2596,0.5,14267.0
2597,1.0,3798.0
2599,0.3,5930.0
2602,0.9,9405.0
2603,0.5,10791.0
2610,0.4,10261.0
2614,0.8,355.0
2615,0.5,9318.0
2617,0.5,14796.0
2618,0.6,2035.0
2620,0.2,6957.0
2622,0.9,1611.0
2623,0.9,9706.0
2624,0.7,9101.0
2636,0.85,4615.0
2644,0.8,5217.0
2645,0.3,6499.0
2646,0.4,390.0
2648,0.5,5276.0
2652,1.0,7083.0
2653,0.6,6984.0
2654,0.9,883.0
2656,1.0,2425.0
2661,0.7,9156.0
2662,0.7,8325.0
2670,1.0,5645.0
2671,0.4,8076.0
2672,0.45,3039.0
2674,0.6,212.0
2675,1.0,7227.0
2676,0.4,6484.0
2680,0.5,2487.0
2682,0.1,3298.0
2686,1.0,5082.0
2693,0.4,6207.0
2694,0.6,4997.0
2697,1.0,2081.0
2698,0.3,5716.0
2699,0.4,4396.0
2700,0.8,12397.0
2701,0.5,3317.0
2702,0.6,11822.0
2704,1.0,7773.0
2711,0.7,9409.0
2712,0.4,6041.0
2713,0.5,11894.0
2714,0.7,3772.0
2720,1.0,11382.0
2726,0.8,1192.0
2728,0.7,6942.0
2731,1.0,16065.0
2732,0.7,8140.0
2735,0.2,9703.0
2737,0.5,2197.0
2738,0.4,7060.0
2740,0.5,10561.0
2741,0.3,6687.0
2743,0.8,9624.0
2746,0.0,1809.0
2749,1.0,4316.0
2752,1.0,8210.0
2757,1.0,14696.0
2761,0.6,1494.0
2763,0.5,15284.0
2767,1.0,4271.0
2769,0.8,2614.0
2770,1.0,4639.0
2771,1.0,5953.0
2773,0.8,8852.0
2774,0.5,4034.0
2776,0.4,3462.0
2777,0.7,3773.0
2780,0.7,5017.0
2784,1.0,3660.0
2786,0.4,12156.0
2791,0.9,4315.0
2794,0.5,5349.0
2795,1.0,92.0
2798,0.0,4701.0
2800,0.8,10950.0
2801,0.9,5472.0
2802,0.8,5298.0
2803,0.6,9420.0
2805,1.0,1612.0
2807,0.3,15355.0
2808,0.9,10028.0
2810,0.2,1790.0
2811,0.9,7580.0
2813,0.4,9896.0
2814,0.6,15301.0
2815,0.3,525.0
2816,1.0,3011.0
2817,0.9,2630.0
2820,0.4,178.0
2822,0.4,8826.0
2823,1.0,5384.0
2825,0.9,2970.0
2826,1.0,5948.0
2827,0.7,77.0
2830,0.4,5777.0
2832,0.8,9183.0
2837,0.6,1281.0
2838,1.0,853.0
2840,0.1,8519.0
2843,0.4,4027.0
2850,0.9,6925.0
2852,0.6,5906.0
2853,0.0,11166.0
2854,0.7,4646.0
2858,0.0,5232.0
